Weight,Length1,Length2,Length3,Height,Width,Species_ID,Species
9,13.9,12.2,11.3,1.3424,2.5614,6,Smelt
6,11,9.8,15.3,2.3358,2.8554,6,Smelt
10,10.7,10.5,12.9,1.5282,2.0652,6,Smelt
17,9.1,13.3,13.4,1.684,2.8634,6,Smelt
14,9.9,9.2,15,2.4359,2.7193,6,Smelt
14,13,9.6,10.9,1.325,2.3895,6,Smelt
10,11.4,11.9,15.1,2.324,2.2967,6,Smelt
10,10.6,13.8,15.6,1.7142,2.0763,6,Smelt
11,11.9,10.1,15.9,1.0822,2.651,6,Smelt
19,9.2,10.6,11.9,2.6267,2.2473,6,Smelt
6,10.3,12.7,15.9,2.4497,2.4119,6,Smelt
15,9.2,12.8,12.2,2.2419,2.4069,6,Smelt
7,11.3,9.6,10.2,2.7438,2.1849,6,Smelt
18,12,12.9,15.9,2.5144,2.5665,6,Smelt
9,9.6,9.4,11.3,1.0516,2.7265,6,Smelt
6,11.4,13.1,12.8,2.2852,2.138,6,Smelt
6,11.8,9.4,15.2,2.1411,2.686,6,Smelt
20,13.5,10.9,13.3,1.6955,2.4223,6,Smelt
7,9.7,9.9,13,2.9186,2.5689,6,Smelt
9,9.3,13.4,12.5,1.1585,2.8229,6,Smelt
11,9.8,9.8,11.4,2.745,2.1639,6,Smelt
17,10.2,13.9,10.6,1.8452,2.2744,6,Smelt
16,11.9,9.1,15.6,1.4753,2.6249,6,Smelt
11,10.7,12.5,15.1,1.2835,2.2536,6,Smelt
16,11.5,12.1,13.1,2.9467,2.1881,6,Smelt
12,13,11.3,11.3,2.8786,2.635,6,Smelt
8,13,12.6,10.4,2.632,2.5046,6,Smelt
16,13.8,10.9,15.4,1.1766,2.2353,6,Smelt
10,13.9,12.5,11.4,2.9742,2.2493,6,Smelt
6,10.5,12.2,14.6,2.2205,2.7322,6,Smelt
7,12.1,9.3,14.9,1.4599,2.3141,6,Smelt
7,10.3,13.3,15.1,2.2213,2.7933,6,Smelt
8,12.3,10,15,1.6879,2.0485,6,Smelt
9,9.5,12.6,14.7,2.8988,2.7289,6,Smelt
16,13.1,13,13.2,1.2051,2.3771,6,Smelt
6,12.7,12.8,14.4,1.8242,2.7542,6,Smelt
10,12.9,13,14.1,1.2402,2.8586,6,Smelt
7,9.1,10.1,15.1,1.8977,2.6378,6,Smelt
19,13.9,10,13.1,2.4192,2.5099,6,Smelt
18,12.8,13.6,14.8,2.3823,2.5831,6,Smelt
17,13.6,9.3,15.2,2.6257,2.6282,6,Smelt
10,10,10,14.2,1.6206,2.9837,6,Smelt
7,11.2,9.5,13.2,2.0249,2.6983,6,Smelt
11,9.9,13.7,11.7,2.4678,2.7404,6,Smelt
7,12.2,13.2,13.2,2.4265,2.9561,6,Smelt
10,11.3,11,11.4,1.062,2.4491,6,Smelt
16,9.2,9.1,15.7,2.3614,2.4305,6,Smelt
18,9.8,9.7,12.5,2.7769,2.4764,6,Smelt
16,9.1,13,12.9,1.4889,2.6404,6,Smelt
18,10.3,12.5,14.2,2.5674,2.686,6,Smelt
8,9.7,11.2,12.2,1.1133,2.4737,6,Smelt
8,11.6,12.1,12.3,2.5041,2.1881,6,Smelt
9,9.2,12,12.8,1.8077,2.5368,6,Smelt
11,10.8,12,11.9,2.2316,2.1558,6,Smelt
20,13,11.6,13.4,1.1798,2.4198,6,Smelt
6,10.4,13.9,12.8,2.9376,2.0836,6,Smelt
13,10.6,14.2,14.4,1.0411,2.06,6,Smelt
12,11.8,12,12.2,2.4011,2.2123,6,Smelt
10,12.5,14.1,10.7,2.3974,2.2875,6,Smelt
17,12.2,12.5,10.8,2.1718,2.0014,6,Smelt
15,13,12.4,13.6,2.1316,2.2553,6,Smelt
7,10.3,9.8,12.9,1.6887,2.2503,6,Smelt
16,11.5,13.6,15.2,1.7649,2.2553,6,Smelt
18,13.7,14.9,14.1,1.5993,2.6975,6,Smelt
12,11.4,9,13.7,2.1374,2.5799,6,Smelt
11,10,11.7,12.5,1.4933,2.6502,6,Smelt
14,12.3,13.7,14.3,2.9891,2.2351,6,Smelt
10,10.5,13.2,14.5,1.0381,2.5647,6,Smelt
20,11.8,14.8,15.7,1.6033,2.7055,6,Smelt
6,9.8,11.5,10.8,1.5894,2.5034,6,Smelt
14,11.7,11.4,10.5,1.6356,2.8756,6,Smelt
15,13.3,13.5,10.7,2.7,2.2842,6,Smelt
17,13.7,13.2,11.1,1.6212,2.9831,6,Smelt
9,10.3,9.7,12.5,1.9009,2.8394,6,Smelt
20,9.4,14.4,11.4,1.5495,2.5563,6,Smelt
16,9.6,9.3,13.5,1.6401,2.8723,6,Smelt
14,9.7,12.5,13.3,2.3984,2.5124,6,Smelt
17,11.7,13.1,15.2,1.8271,2.0537,6,Smelt
11,9.5,11.8,11.5,1.4325,2.4647,6,Smelt
16,13.2,14.6,12.1,1.9327,2.3122,6,Smelt
7,10.3,12.3,10,1.6097,2.9976,6,Smelt
9,13.8,11.4,11.3,1.6534,2.6943,6,Smelt
6,14,12.2,15,1.6822,2.2128,6,Smelt
14,9.2,10.7,11.7,1.8616,2.1928,6,Smelt
12,12.4,10.7,12.6,1.0536,2.4672,6,Smelt
15,10,11.5,13.5,1.4898,2.361,6,Smelt
10,12.1,14.2,14.5,1.7114,2.3286,6,Smelt
9,10.7,14,10.9,1.0488,2.9783,6,Smelt
16,12.5,13.8,12.5,1.8428,2.2104,6,Smelt
14,12.4,12.2,15.1,2.7609,2.2514,6,Smelt
8,10.9,13.4,13.5,2.2531,2.3784,6,Smelt
20,9.7,11.4,13.3,2.0335,2.6494,6,Smelt
15,10.8,13.1,15.5,2.0141,2.0703,6,Smelt
16,11.8,14.2,14.8,2.9846,2.7355,6,Smelt
15,10.5,13.7,12.8,2.2529,2.0219,6,Smelt
11,10.1,13.9,11.8,2.8557,2.2881,6,Smelt
14,10.2,14.6,12.8,1.9665,2.1811,6,Smelt
19,11.9,12.5,12.2,1.7125,2.2463,6,Smelt
16,9.4,14.7,12.5,2.725,2.26,6,Smelt
8,11.2,11.6,12.1,1.9231,2.9958,6,Smelt
12,12.1,9.1,11.4,1.5835,2.5747,6,Smelt
11,13.4,13.1,10.5,1.8065,2.2295,6,Smelt
19,12.5,13.4,15.5,1.1867,2.372,6,Smelt
12,11.3,14.7,15.3,2.3831,2.7352,6,Smelt
19,12,13,15,2.7607,2.9432,6,Smelt
7,11.4,11.4,14.9,1.4021,2.0221,6,Smelt
8,13.7,13.1,11.5,1.2521,2.7138,6,Smelt
10,12.3,14.5,10.2,2.7319,2.2017,6,Smelt
15,11.9,11.1,15.2,1.4976,2.0954,6,Smelt
11,10.6,12.3,11.7,1.415,2.4042,6,Smelt
12,9.2,13.9,11.6,2.342,2.4109,6,Smelt
18,12.2,12.6,15.4,1.3781,2.8199,6,Smelt
18,9,14.6,14,1.0292,2.4003,6,Smelt
10,13.3,14.5,13.3,1.5403,2.4987,6,Smelt
6,13.7,13.7,13,2.1037,2.6831,6,Smelt
20,9.5,12.1,12.3,1.6601,2.062,6,Smelt
20,10.7,13.4,13.9,1.6312,2.4272,6,Smelt
20,9.5,11.9,15.8,1.8508,2.7054,6,Smelt
20,11,10.5,15.3,1.2891,2.835,6,Smelt
11,9.7,14.3,14.1,2.972,2.9031,6,Smelt
10,12.6,12.7,13.5,2.8187,2.505,6,Smelt
17,10.4,13.1,11.4,1.3122,2.4365,6,Smelt
16,13.5,10.9,14,1.3049,2.3789,6,Smelt
19,10.4,13.7,12.9,1.4242,2.4788,6,Smelt
19,13.5,14.3,15.3,2.1242,2.9566,6,Smelt
9,12.2,11.8,10.7,1.3279,2.2761,6,Smelt
11,11.9,14.2,13.8,1.0626,2.0818,6,Smelt
12,11.9,12,15.4,1.0733,2.7604,6,Smelt
18,9.1,12.4,11.4,1.4105,2.2187,6,Smelt
18,12,11.4,11.5,1.7649,2.9709,6,Smelt
14,12.1,14.1,14.2,1.732,2.1388,6,Smelt
9,12.6,10.1,15.3,2.2396,2.99,6,Smelt
7,11.1,14.1,11,2.0819,2.3298,6,Smelt
7,11.1,11.7,10.8,1.1542,2.1471,6,Smelt
11,11.3,12.3,11.3,1.2526,2.3732,6,Smelt
8,9.8,10.1,10.1,1.5987,2.2848,6,Smelt
11,13.8,14.8,10.5,1.7332,2.4963,6,Smelt
9,11.5,13.3,10.2,1.5618,2.5117,6,Smelt
15,10.6,12.8,12.1,2.4279,2.0013,6,Smelt
10,13.2,9.8,12.5,1.7954,2.5783,6,Smelt
7,12.6,14.4,12.2,1.1194,2.8434,6,Smelt
6,9.6,14.5,12.9,1.4361,2.6567,6,Smelt
19,9.3,13.2,10.2,1.7762,2.6913,6,Smelt
14,10.6,12.6,15.2,1.9493,2.215,6,Smelt
6,11.6,14.8,15.8,2.0055,2.5945,6,Smelt
17,10.9,10,12.4,2.8245,2.3559,6,Smelt
11,9.1,10.6,14.4,1.8356,2.055,6,Smelt
15,12.3,14.1,10.1,2.8851,2.6948,6,Smelt
12,12.8,12.6,10,1.8403,2.093,6,Smelt
14,9.5,11.4,14.3,1.4515,2.2842,6,Smelt
14,9.1,13.4,12.2,2.02,2.7771,6,Smelt
6,10.8,14.3,10.3,1.0843,2.542,6,Smelt
18,11.2,12.4,13.1,2.8885,2.6662,6,Smelt
10,13.9,12.9,12,1.1102,2.6271,6,Smelt
13,10.9,9.6,12.4,1.0251,2.8993,6,Smelt
8,9.4,12.3,13.3,1.0557,2.8094,6,Smelt
9,11.4,12,12.7,1.7205,2.4782,6,Smelt
9,13.2,12.2,13.7,1.9463,2.7761,6,Smelt
18,9,13.1,10.7,2.8739,2.1915,6,Smelt
13,12,10.7,15.9,1.662,2.2086,6,Smelt
9,12,9.6,13.6,2.5111,2.0661,6,Smelt
14,10.6,13.6,14,2.3242,2.7048,6,Smelt
16,12.6,13.3,10.1,1.9845,2.991,6,Smelt
11,13.8,13.7,14.9,1.2653,2.1472,6,Smelt
17,10.3,10.7,11.9,2.4821,2.86,6,Smelt
12,12.5,9.9,14.2,1.1339,2.6704,6,Smelt
9,9.2,13.6,14.4,2.4354,2.4192,6,Smelt
16,11.2,13.3,11.3,1.5313,2.6369,6,Smelt
12,12.7,11,13.3,2.5839,2.7133,6,Smelt
8,10.3,9.2,11.1,1.7808,2.6157,6,Smelt
17,10.3,13.4,11.1,2.5748,2.6038,6,Smelt
17,10.2,11.5,12.1,1.7635,2.5476,6,Smelt
16,11.6,11.1,14.3,1.457,2.415,6,Smelt
14,11.5,9.8,15.1,2.0336,2.3833,6,Smelt
7,9.1,12.7,15.1,1.4502,2.5657,6,Smelt
20,10.1,14.7,12.5,2.7893,2.2645,6,Smelt
16,11,10.3,10.1,2.0865,2.4515,6,Smelt
9,10.6,12.6,10.7,2.3444,2.5953,6,Smelt
8,11.3,12.2,11.3,2.9096,2.7001,6,Smelt
20,12.4,12.8,10.2,1.7188,2.2531,6,Smelt
10,13.6,11.1,12.6,2.0571,2.9316,6,Smelt
17,11.4,11.6,10.5,2.5919,2.2566,6,Smelt
8,10.8,10.9,12.1,2.172,2.0775,6,Smelt
7,11.4,12.6,10.1,1.3054,2.3137,6,Smelt
20,10.9,12.3,14.5,2.9698,2.6086,6,Smelt
13,11.3,10.2,12.6,1.9353,2.8465,6,Smelt
13,12.2,9.8,14.2,1.8912,2.6611,6,Smelt
20,10.1,13.7,11.8,1.9003,2.9393,6,Smelt
17,10.1,11.3,12.5,2.4606,2.746,6,Smelt
20,10.8,9.2,15.8,2.9068,2.9106,6,Smelt
14,11,14,13.3,2.6174,2.5784,6,Smelt
12,11.9,9.2,11.9,1.5561,2.4485,6,Smelt
13,12.3,13.6,14.5,2.9078,2.1173,6,Smelt
14,11.9,14.1,15.5,1.7658,2.1019,6,Smelt
8,9.8,9.3,15.8,2.9064,2.952,6,Smelt
14,13.9,10.2,15.4,1.1574,2.651,6,Smelt
8,13.9,11.6,10.7,2.2124,2.843,6,Smelt
10,13.2,13.2,10.9,1.3051,2.6593,6,Smelt
11,11.7,13.1,14.3,1.5107,2.5999,6,Smelt
11,13.7,10.8,11.5,1.7941,2.1765,6,Smelt
12,12.5,13.1,10.6,1.5834,2.3272,6,Smelt
17,10.7,12.8,15.1,1.9622,2.9519,6,Smelt
12,11.7,11.8,14.8,1.2805,2.8356,6,Smelt
10,12.4,14,12.3,2.4123,2.1177,6,Smelt
20,14,9.6,13,2.4843,2.2494,6,Smelt
10,10.5,12.8,14.4,2.1106,2.1006,6,Smelt
6,12.4,9.8,15.2,1.7159,2.6811,6,Smelt
11,9.5,11.6,10.8,1.3228,2.1819,6,Smelt
12,10.6,11.9,13.7,2.0769,2.6823,6,Smelt
16,9.5,12.6,10.9,1.6854,2.4816,6,Smelt
16,13,14.4,10.5,1.0646,2.388,6,Smelt
20,12.5,10,10.4,2.0741,2.6778,6,Smelt
7,10.3,12.7,11.7,2.9432,2.8714,6,Smelt
7,9.6,13.6,12.9,1.9644,2.8547,6,Smelt
18,13,14.9,15.7,2.8998,2.0146,6,Smelt
18,10,12.9,14,1.7837,2.9084,6,Smelt
9,13.5,12.5,15.1,2.4199,2.2691,6,Smelt
15,10.7,13.4,13.3,1.8616,2.0614,6,Smelt
12,9.8,13.5,13.9,1.5975,2.8167,6,Smelt
19,13.1,11.4,14.4,1.5783,2.1363,6,Smelt
20,11.6,10.3,13.7,1.4195,2.4659,6,Smelt
6,9.3,10.3,15.9,1.0808,2.5321,6,Smelt
9,13.2,14.6,12.1,1.0669,2.4093,6,Smelt
9,10,14.2,12.7,1.9784,2.7711,6,Smelt
16,10.8,14.4,15.5,1.278,2.4297,6,Smelt
20,9.8,11.8,11.9,1.7476,2.4686,6,Smelt
20,10.9,11.7,13.1,1.4846,2.3019,6,Smelt
9,9.5,11.1,10.1,1.3296,2.7921,6,Smelt
7,10.4,11.5,10.4,2.7688,2.3194,6,Smelt
9,13.9,11.1,10.6,1.5447,2.7889,6,Smelt
17,12.2,12.5,12.8,2.6958,2.6861,6,Smelt
14,12.7,12.1,12.1,1.1107,2.3901,6,Smelt
20,11.5,13.7,14.5,1.6957,2.2169,6,Smelt
16,10,13.6,12.7,1.6269,2.8193,6,Smelt
16,9.6,14.2,14.5,2.928,2.7321,6,Smelt
17,9.6,10,12.1,2.499,2.6828,6,Smelt
11,11.5,13.7,14.5,2.378,2.2229,6,Smelt
20,12.8,10,10.8,1.5564,2.6119,6,Smelt
8,10.8,9.3,14.6,1.1322,2.3616,6,Smelt
11,10.2,11.7,11.4,1.1328,2.9473,6,Smelt
10,9.6,11,14.9,1.1625,2.5729,6,Smelt
19,9.8,14.9,12.6,2.7881,2.1173,6,Smelt
20,13.9,9.6,10.8,1.1439,2.2835,6,Smelt
7,9.8,13.6,14.6,1.4933,2.4123,6,Smelt
17,12.5,15,11.8,2.0993,2.7873,6,Smelt
9,9.2,13.7,12.8,1.9776,2.5854,6,Smelt
8,13.7,10.2,12.4,2.0364,2.4897,6,Smelt
19,10.9,13,13.8,2.2249,2.1163,6,Smelt
20,12.1,11.7,10.3,1.8471,2.6582,6,Smelt
17,13.9,13.8,12.2,1.8913,2.4994,6,Smelt
19,12.5,11.9,15.9,1.6319,2.6345,6,Smelt
15,13.4,12.2,15.4,1.9153,2.8266,6,Smelt
11,10.7,10.9,13.6,1.4208,2.0167,6,Smelt
16,10.4,13.5,10.2,1.8241,2.311,6,Smelt
17,10.9,13.1,10.3,1.6845,2.4345,6,Smelt
13,13.6,11.9,12.9,1.5994,2.3134,6,Smelt
15,12.5,9.1,13.9,2.9963,2.6524,6,Smelt
10,13.3,9.5,11,2.0969,2.6367,6,Smelt
17,11.9,14.3,10.9,2.259,2.0929,6,Smelt
14,12.7,11.5,15.8,2.4904,2.5554,6,Smelt
18,13.4,10.1,11.6,1.4331,2.547,6,Smelt
18,9,9.3,14,2.0398,2.1524,6,Smelt
20,11.8,15,11.8,2.354,2.8511,6,Smelt
10,13,13.7,11,2.7281,2.6232,6,Smelt
6,13.6,14.4,10.2,1.9192,2.1945,6,Smelt
8,9.2,13.4,10.7,2.2753,2.1986,6,Smelt
15,10.7,13.6,12.9,2.7133,2.1115,6,Smelt
20,10.2,12.5,13.7,1.9788,2.8415,6,Smelt
6,12.4,11,13,1.0497,2.9943,6,Smelt
8,12.3,10.8,15.5,1.0161,2.6137,6,Smelt
6,11.1,13.6,11.3,1.9588,2.593,6,Smelt
6,9.6,12.2,10.3,2.6455,2.4611,6,Smelt
12,12,11.4,13.7,1.8902,2.1242,6,Smelt
17,9.3,10.1,15.7,2.4942,2.0853,6,Smelt
13,9.5,14.1,12.1,1.1861,2.4983,6,Smelt
14,12.7,9.2,15.7,1.9297,2.0288,6,Smelt
18,9.5,13.2,14.5,1.0884,2.2583,6,Smelt
17,10.5,12.7,14.7,2.927,2.9363,6,Smelt
8,12.6,14.6,15.7,1.4629,2.0264,6,Smelt
16,11.3,10.1,14.3,2.7554,2.7045,6,Smelt
9,13.9,13.7,13.8,1.5813,2.1496,6,Smelt
16,10.3,10,12.7,2.0872,2.3094,6,Smelt
14,13,12.2,10.4,1.0068,2.8276,6,Smelt
19,10.8,14.3,14.2,2.2571,2.0587,6,Smelt
16,9.6,10,10.8,2.6114,2.2592,6,Smelt
14,9.5,14.6,10.4,2.7854,2.2452,6,Smelt
13,12,10.6,14.9,2.9484,2.6646,6,Smelt
13,12.9,14.8,13.1,2.5173,2.9583,6,Smelt
7,12.8,14.9,15,2.7336,2.5094,6,Smelt
13,12.2,14.4,10,1.0184,2.083,6,Smelt
20,12.3,9.8,15.1,2.5274,2.3412,6,Smelt
11,9.5,10.5,12,1.7235,2.0172,6,Smelt
13,11.9,10.9,11.9,1.0992,2.2042,6,Smelt
17,13.5,14.7,13.7,2.5511,2.7826,6,Smelt
8,13.9,10.7,12.3,2.8891,2.6426,6,Smelt
7,10.2,14.7,14.8,1.7184,2.3901,6,Smelt
6,10.5,9.1,15.4,1.2387,2.6742,6,Smelt
15,12.3,12,15,1.4649,2.4099,6,Smelt
16,11.8,9,15,2.7552,2.7321,6,Smelt
8,10.3,10.4,11.5,2.0889,2.8173,6,Smelt
14,9,11.8,15.4,2.6344,2.5372,6,Smelt
7,14,9.6,12.9,2.969,2.7383,6,Smelt
12,12.4,11.7,13.5,2.3796,2.7777,6,Smelt
8,12.4,9.5,12.2,1.155,2.6179,6,Smelt
7,13.3,9.6,10.7,1.0523,2.5326,6,Smelt
18,11.7,9.4,12.6,1.8443,2.227,6,Smelt
13,9.2,13.8,12.5,1.5165,2.9745,6,Smelt
15,9.3,10.7,15.3,2.618,2.8627,6,Smelt
15,11.6,9.4,14.8,2.8173,2.7037,6,Smelt
17,9.3,14.7,14,2.7342,2.5986,6,Smelt
9,10,12,11.9,1.2185,2.5017,6,Smelt
19,12.9,13.7,10.2,1.2536,2.1825,6,Smelt
18,12.8,13.8,15.1,2.6514,2.8129,6,Smelt
18,11.2,9.4,14,2.0913,2.0521,6,Smelt
20,11.5,12.7,10.4,2.1047,2.3663,6,Smelt
12,12.6,12.1,11.3,1.2178,2.367,6,Smelt
20,9.4,12.6,15.6,1.9609,2.2001,6,Smelt
12,9.1,14.4,10,2.3517,2.6136,6,Smelt
16,9.5,11.7,12.6,1.4338,2.8367,6,Smelt
14,12.1,11.8,13.5,2.2607,2.8925,6,Smelt
8,13.9,11.3,12.3,2.5759,2.4461,6,Smelt
11,10,10.4,10.8,2.3976,2.3699,6,Smelt
7,10.8,14.2,12,1.9923,2.8034,6,Smelt
13,9.7,11.5,16,1.6802,2.7754,6,Smelt
7,11,11.9,14.9,2.2204,2.3168,6,Smelt
9,9.8,13.5,15.5,2.8576,2.209,6,Smelt
18,9.9,10.2,14.9,2.2503,2.3968,6,Smelt
12,9.6,12.6,12.7,1.4751,2.0132,6,Smelt
7,10.4,10.2,10.1,2.823,2.6427,6,Smelt
14,10,9.7,12.7,2.9686,2.228,6,Smelt
16,9.6,13,13.8,2.8088,2.7453,6,Smelt
18,11.6,10.1,15.1,1.5211,2.0253,6,Smelt
6,10.2,9.8,13.2,1.773,2.0995,6,Smelt
13,13.6,12.9,13.8,1.499,2.8744,6,Smelt
20,11.5,10.6,14.2,2.0667,2.9649,6,Smelt
19,12.1,14.5,15.5,2.7674,2.3793,6,Smelt
20,12,13.2,13.2,2.5206,2.0531,6,Smelt
11,9.2,10.4,15.8,2.0571,2.9908,6,Smelt
13,12.7,13.4,13,1.8658,2.3689,6,Smelt
15,11.3,11.6,10,1.0333,2.0745,6,Smelt
11,10.7,14.2,14.3,1.8645,2.8617,6,Smelt
17,9.9,9.3,13,1.2343,2.2906,6,Smelt
7,12.5,13.1,14.1,2.8393,2.8901,6,Smelt
20,10,12,13.2,1.3794,2.3574,6,Smelt
20,9.7,14.7,11.4,1.0875,2.4869,6,Smelt
20,11.9,13.6,11.1,2.2768,2.1715,6,Smelt
18,11.2,9.2,12.8,2.8472,2.69,6,Smelt
6,10.7,10.1,15.8,1.3922,2.3331,6,Smelt
18,9.8,12.6,12.9,1.8654,2.5829,6,Smelt
20,13.3,9.8,11.1,1.8221,2.4468,6,Smelt
16,9.7,13.4,14,1.6326,2.5035,6,Smelt
16,11.8,9.8,12.9,1.9604,2.2099,6,Smelt
19,12.4,13.9,14.2,2.9793,2.7978,6,Smelt
13,9.7,14.2,13.1,2.9462,2.451,6,Smelt
20,11.3,14.8,10.7,2.727,2.8613,6,Smelt
17,9.3,10.4,11.4,2.5619,2.7766,6,Smelt
14,9.8,13.9,10.8,2.4151,2.4956,6,Smelt
6,13.4,14.7,14.9,2.8418,2.8946,6,Smelt
19,12.3,11.3,10.2,1.4539,2.7068,6,Smelt
6,10.1,9.5,12.9,1.5182,2.6337,6,Smelt
7,11,12.6,11.1,1.0867,2.5102,6,Smelt
10,13.5,10.3,15.2,1.8274,2.3318,6,Smelt
20,13.9,11,12.6,1.2973,2.7393,6,Smelt
18,11.9,13,13,2.5567,2.3162,6,Smelt
13,13.1,11.2,15.4,1.2832,2.2574,6,Smelt
7,13.5,12.2,15.2,1.101,2.2662,6,Smelt
15,9.2,10.4,15.4,1.0643,2.8701,6,Smelt
18,12.6,9.3,15.3,1.5587,2.8829,6,Smelt
13,9.1,12.9,15.3,2.0289,2.9383,6,Smelt
7,10.9,14.1,10.9,1.8723,2.6688,6,Smelt
13,13.9,10.4,15.2,1.1721,2.2802,6,Smelt
18,11.7,13.7,15.6,2.7273,2.9708,6,Smelt
18,13.2,9.9,15,2.5663,2.3453,6,Smelt
13,11.5,11.7,12.2,2.4402,2.6083,6,Smelt
15,12.9,14.3,16,2.4334,2.5226,6,Smelt
15,9,10.7,10.7,2.1916,2.55,6,Smelt
19,10.9,11.8,11.6,1.2628,2.378,6,Smelt
7,9.4,13.4,15.3,2.0701,2.0599,6,Smelt
14,10.5,11.7,15.5,1.0375,2.7489,6,Smelt
9,11.3,13.4,12.4,2.0229,2.3087,6,Smelt
17,12.4,14.3,11.2,2.4918,2.0971,6,Smelt
10,11.8,13.8,11,1.8438,2.1289,6,Smelt
20,13.4,11.9,15.7,2.359,2.3811,6,Smelt
15,12,14.1,14.1,1.1179,2.4624,6,Smelt
11,13.2,12,15.3,2.8952,2.7956,6,Smelt
19,12.6,11.6,12.7,2.6437,2.8152,6,Smelt
10,13.4,14.4,13.4,1.49,2.4204,6,Smelt
17,9.8,9.1,15.6,2.1293,2.9869,6,Smelt
20,10,12.1,10.4,2.5121,2.6362,6,Smelt
18,10.8,12.4,11,2.9813,2.8638,6,Smelt
18,10.2,9.1,12.7,1.1026,2.9278,6,Smelt
14,10.3,13.8,13,1.406,2.3534,6,Smelt
6,11.8,9.8,11.4,1.5158,2.1441,6,Smelt
6,13.2,9.7,11.7,2.2704,2.5728,6,Smelt
12,10.8,10.7,14.5,1.8135,2.6824,6,Smelt
8,13.4,10.8,15.9,1.6572,2.3481,6,Smelt
14,10.9,9.3,14.4,2.6828,2.485,6,Smelt
20,12.8,14.4,10.7,2.0106,2.5498,6,Smelt
9,9.1,11,12.3,1.4631,2.8063,6,Smelt
17,14,13.4,12.4,1.768,2.2806,6,Smelt
12,11.1,9.5,12.8,2.4065,2.9802,6,Smelt
17,11.7,9.1,14.3,1.2927,2.582,6,Smelt
16,11.6,14.7,11.6,1.3779,2.1995,6,Smelt
6,11,11.6,14.6,1.9743,2.0061,6,Smelt
13,11.8,13.5,11.9,2.3523,2.1357,6,Smelt
15,9.1,11.6,11.5,1.9974,2.4703,6,Smelt
12,9.7,10.5,14.4,2.1564,2.2566,6,Smelt
20,11.7,12.5,15.7,1.4208,2.1981,6,Smelt
12,11.1,9,13.7,2.6475,2.2155,6,Smelt
14,11.1,12.2,15.5,2.5725,2.2412,6,Smelt
6,13.4,11.1,11.7,2.856,2.209,6,Smelt
17,12.9,14.2,15.5,2.8943,2.4101,6,Smelt
10,10.5,9.8,12.8,1.5419,2.0311,6,Smelt
16,13.1,9.6,10.6,2.6294,2.8746,6,Smelt
20,11.9,13.6,15.5,2.5044,2.6303,6,Smelt
7,12.2,9.1,13,2.7489,2.0506,6,Smelt
7,10.4,14.1,15.2,2.7807,2.4754,6,Smelt
8,10,10,11.3,1.8515,2.8464,6,Smelt
13,13.8,11.8,13.6,2.1074,2.6505,6,Smelt
16,11.7,10.8,11.1,2.346,2.9731,6,Smelt
14,13.1,14.1,10.7,2.0434,2.1153,6,Smelt
15,10.1,13.2,13.5,2.1013,2.7286,6,Smelt
16,13.7,9.4,12,2.3071,2.2301,6,Smelt
20,13.9,10.8,14.4,2.4271,2.6999,6,Smelt
11,11.6,9.6,12.9,1.3036,2.0162,6,Smelt
16,13.5,14.7,14.5,2.6066,2.3207,6,Smelt
15,10.7,12.3,10.3,1.0832,2.0267,6,Smelt
18,9.4,10,15.8,2.6521,2.4114,6,Smelt
19,10.3,9.1,11.2,2.828,2.5653,6,Smelt
12,12.9,14.6,15.7,2.9331,2.9416,6,Smelt
19,11,10.1,14.7,1.5952,2.0636,6,Smelt
8,11.9,10.1,12.5,1.9489,2.6152,6,Smelt
12,11.4,10.8,14.8,1.921,2.9351,6,Smelt
18,13.6,10.7,15.6,1.2654,2.296,6,Smelt
10,10.1,15,13,1.1186,2.5619,6,Smelt
15,12.9,11.3,10.5,1.5352,2.6754,6,Smelt
10,13,13.3,15.3,2.9341,2.6274,6,Smelt
6,12.6,13.1,14.6,2.5182,2.4516,6,Smelt
15,13.7,14.3,14.7,2.2095,2.8627,6,Smelt
17,11,11,12.9,1.5319,2.6046,6,Smelt
15,9.6,14.6,14.8,1.3221,2.3331,6,Smelt
13,10.6,9.4,12.1,1.662,2.112,6,Smelt
9,12.8,14.5,15.4,1.3344,2.7539,6,Smelt
8,11.5,12.5,13.7,2.1215,2.9838,6,Smelt
12,10.9,11.5,12.4,1.2689,2.7733,6,Smelt
12,10.7,14.9,15.3,2.2569,2.8428,6,Smelt
6,12.2,15,12.7,2.2771,2.2672,6,Smelt
20,11.6,14.5,10.7,1.8979,2.5931,6,Smelt
7,9.9,9.4,14.8,1.4028,2.5077,6,Smelt
10,11.3,14.4,13.8,2.5732,2.564,6,Smelt
9,11.8,14.3,15.5,1.618,2.9132,6,Smelt
10,11.1,11.1,14.6,2.8159,2.9273,6,Smelt
13,13.2,10.7,13.5,2.6094,2.8419,6,Smelt
9,12.2,14.7,12.6,2.9934,2.4968,6,Smelt
12,11.8,14.4,14.3,2.2884,2.8244,6,Smelt
10,13,11.9,11,1.1483,2.5289,6,Smelt
16,9.8,11.8,15.6,2.1776,2.7612,6,Smelt
16,10.3,12.3,15.6,2.7596,2.8525,6,Smelt
8,10.7,13.3,13.1,1.1084,2.9142,6,Smelt
20,12.1,10.4,14.3,2.5046,2.8435,6,Smelt
11,13.9,10.4,11.2,2.2035,2.7558,6,Smelt
15,10.4,13.1,15.6,2.688,2.5212,6,Smelt
